producto,unidad,mayorista,minimo,maximo,moda,promedio,fecha,año,mes,año_mes,producto_limpio,producto_estandar
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10909.09,2026-01-30,2026,1,2026-01,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,250.0,300.0,250.0,272.73,2026-01-30,2026,1,2026-01,Zuquini,Zuquini
Apio verde (mata),Mata,Mata,1000.0,1300.0,1200.0,1170.0,2026-01-29,2026,1,2026-01,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,300.0,400.0,350.0,350.0,2026-01-29,2026,1,2026-01,Ayote Sazón,Ayote Sazón
Banano maduro criollo,Unidad,Unidad,25.0,28.0,25.0,26.0,2026-01-29,2026,1,2026-01,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,2700.0,3200.0,3000.0,2975.0,2026-01-29,2026,1,2026-01,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1300.0,1800.0,1500.0,1507.69,2026-01-29,2026,1,2026-01,Brócoli,Brócoli
Camote,Kilo,Kilo,600.0,800.0,700.0,710.0,2026-01-29,2026,1,2026-01,Camote,Camote
Cebolla seca amarilla burra,Kilo,Kilo,700.0,800.0,750.0,755.56,2026-01-29,2026,1,2026-01,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,700.0,750.0,750.0,735.0,2026-01-29,2026,1,2026-01,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,700.0,750.0,750.0,735.0,2026-01-29,2026,1,2026-01,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,2000.0,1800.0,1780.0,2026-01-29,2026,1,2026-01,Cebolla Seca Morada,Cebolla Seca Morada
Chayote tierno criollo,Java,Java,12000.0,15000.0,15000.0,13933.33,2026-01-29,2026,1,2026-01,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,12000.0,15000.0,14000.0,13933.33,2026-01-29,2026,1,2026-01,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,20000.0,22000.0,20000.0,20250.0,2026-01-29,2026,1,2026-01,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,17000.0,18000.0,18000.0,17666.67,2026-01-29,2026,1,2026-01,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,15000.0,14000.0,14125.0,2026-01-29,2026,1,2026-01,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,10000.0,9375.0,2026-01-29,2026,1,2026-01,Chile Dulce Tercera,Chile Dulce Tercera
Coliflor,Unidad,Unidad,700.0,1000.0,800.0,809.09,2026-01-29,2026,1,2026-01,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,800.0,814.29,2026-01-29,2026,1,2026-01,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,130.0,150.0,150.0,145.0,2026-01-29,2026,1,2026-01,Elote,Elote
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1066.67,2026-01-29,2026,1,2026-01,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,300.0,250.0,235.0,2026-01-29,2026,1,2026-01,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,80.0,100.0,100.0,91.67,2026-01-29,2026,1,2026-01,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,120.0,150.0,150.0,138.33,2026-01-29,2026,1,2026-01,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,150.0,200.0,200.0,193.75,2026-01-29,2026,1,2026-01,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,100.0,150.0,150.0,143.75,2026-01-29,2026,1,2026-01,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),16000.0,18000.0,17000.0,17000.0,2026-01-29,2026,1,2026-01,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),10000.0,12000.0,12000.0,11600.0,2026-01-29,2026,1,2026-01,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),15000.0,20000.0,18000.0,17714.29,2026-01-29,2026,1,2026-01,Manga Grande Tommy,Manga Grande Tommy
Melón Cantaloupe,Kilo,Kilo,400.0,550.0,500.0,490.91,2026-01-29,2026,1,2026-01,Melón Cantaloupe,Melón Cantaloupe
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,112.0,2026-01-29,2026,1,2026-01,Naranja Dulce,Naranja Dulce
Ñampí,Kilo,Kilo,750.0,800.0,800.0,792.86,2026-01-29,2026,1,2026-01,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),33000.0,38000.0,35000.0,34720.0,2026-01-29,2026,1,2026-01,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),35000.0,40000.0,40000.0,38148.15,2026-01-29,2026,1,2026-01,Papa Blanca Primera,Papa Blanca
Papaya híbrida,Kilo,Kilo,250.0,400.0,300.0,317.86,2026-01-29,2026,1,2026-01,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,600.0,700.0,600.0,629.17,2026-01-29,2026,1,2026-01,Pepino,Pepino
Piña - grande,Unidad,Unidad,1000.0,1200.0,1200.0,1163.64,2026-01-29,2026,1,2026-01,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,800.0,1000.0,1000.0,966.67,2026-01-29,2026,1,2026-01,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,781.82,2026-01-29,2026,1,2026-01,Piña Pequeña,Piña
Plátano primera (verde y maduro),Unidad,Unidad,220.0,230.0,220.0,224.0,2026-01-29,2026,1,2026-01,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,150.0,200.0,200.0,178.57,2026-01-29,2026,1,2026-01,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,293.75,2026-01-29,2026,1,2026-01,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,700.0,711.11,2026-01-29,2026,1,2026-01,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,250.0,300.0,250.0,271.05,2026-01-29,2026,1,2026-01,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,250.0,350.0,300.0,315.0,2026-01-29,2026,1,2026-01,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,200.0,300.0,200.0,237.5,2026-01-29,2026,1,2026-01,Sandía De Campo Mediana,Sandía Mediana de Campo
Tiquisque,Kilo,Kilo,1500.0,1700.0,1600.0,1587.5,2026-01-29,2026,1,2026-01,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),8000.0,8000.0,8000.0,8000.0,2026-01-29,2026,1,2026-01,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),7000.0,7000.0,7000.0,7000.0,2026-01-29,2026,1,2026-01,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),5000.0,6000.0,5000.0,5142.86,2026-01-29,2026,1,2026-01,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1700.0,2000.0,1800.0,1853.85,2026-01-29,2026,1,2026-01,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,550.0,600.0,600.0,592.86,2026-01-29,2026,1,2026-01,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10666.67,2026-01-29,2026,1,2026-01,Zanahoria Primera,Zanahoria
Apio verde (mata),Mata,Mata,1000.0,1300.0,1200.0,1127.78,2026-02-02,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,350.0,400.0,350.0,362.5,2026-02-02,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,600.0,800.0,700.0,720.0,2026-02-02,2026,2,2026-02,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,400.0,500.0,400.0,436.36,2026-02-02,2026,2,2026-02,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,30.0,35.0,30.0,30.63,2026-02-02,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,2700.0,3000.0,3000.0,2937.5,2026-02-02,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1200.0,1500.0,1500.0,1362.5,2026-02-02,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,600.0,800.0,700.0,722.22,2026-02-02,2026,2,2026-02,Camote,Camote
Camote Zanahoria,Kilo,Kilo,1500.0,1600.0,1600.0,1560.0,2026-02-02,2026,2,2026-02,Camote Zanahoria,Camote Zanahoria
Carambola,Kilo,Kilo,600.0,800.0,700.0,700.0,2026-02-02,2026,2,2026-02,Carambola,Carambola
Cas,Kilo,Kilo,1000.0,1300.0,1100.0,1125.0,2026-02-02,2026,2,2026-02,Cas,Cas
Cebolla seca amarilla burra,Kilo,Kilo,750.0,800.0,750.0,766.67,2026-02-02,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,750.0,800.0,750.0,766.67,2026-02-02,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,750.0,800.0,750.0,765.38,2026-02-02,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,2000.0,1800.0,1838.46,2026-02-02,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,250.0,250.0,234.21,2026-02-02,2026,2,2026-02,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,17000.0,18000.0,17000.0,17285.71,2026-02-02,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,14000.0,16000.0,15000.0,14875.0,2026-02-02,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,19000.0,21000.0,20000.0,20000.0,2026-02-02,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,18000.0,20000.0,20000.0,19333.33,2026-02-02,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,14000.0,16000.0,15000.0,14857.14,2026-02-02,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,8000.0,8777.78,2026-02-02,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-02-02,2026,2,2026-02,Coco,Coco
Coliflor,Unidad,Unidad,700.0,1000.0,800.0,821.05,2026-02-02,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,600.0,800.0,800.0,750.0,2026-02-02,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,130.0,150.0,150.0,146.0,2026-02-02,2026,2,2026-02,Elote,Elote
Espinaca,Rollo,Rollo,200.0,250.0,250.0,227.5,2026-02-02,2026,2,2026-02,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2000.0,2200.0,2000.0,2080.0,2026-02-02,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),1000.0,1300.0,1000.0,1060.0,2026-02-02,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Guanábana injertada,Kilo,Kilo,1500.0,2000.0,1700.0,1720.0,2026-02-02,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,900.0,1000.0,1000.0,960.0,2026-02-02,2026,2,2026-02,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1200.0,1000.0,1085.71,2026-02-02,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,225.95,2026-02-02,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,70.0,100.0,80.0,80.0,2026-02-02,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,130.0,150.0,150.0,141.67,2026-02-02,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,200.0,220.0,220.0,212.0,2026-02-02,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,120.0,150.0,150.0,145.0,2026-02-02,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),15000.0,18000.0,18000.0,16777.78,2026-02-02,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),10000.0,12000.0,12000.0,11600.0,2026-02-02,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),15000.0,18000.0,18000.0,16833.33,2026-02-02,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1300.0,1300.0,1200.0,2026-02-02,2026,2,2026-02,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,400.0,500.0,450.0,450.0,2026-02-02,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1700.0,2000.0,1800.0,1825.0,2026-02-02,2026,2,2026-02,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1700.0,2000.0,1800.0,1825.0,2026-02-02,2026,2,2026-02,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,130.0,120.0,115.56,2026-02-02,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1200.0,1500.0,1300.0,1325.0,2026-02-02,2026,2,2026-02,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,800.0,1000.0,800.0,828.57,2026-02-02,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),34000.0,38000.0,35000.0,35500.0,2026-02-02,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),37000.0,40000.0,38000.0,38052.63,2026-02-02,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),5000.0,6000.0,6000.0,5666.67,2026-02-02,2026,2,2026-02,Papa Polilla,Papa Polilla
Papa semilla Malla (45,kg),kg),12000.0,15000.0,15000.0,13636.36,2026-02-02,2026,2,2026-02,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),12000.0,15000.0,15000.0,13800.0,2026-02-02,2026,2,2026-02,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,300.0,400.0,350.0,344.44,2026-02-02,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,500.0,600.0,500.0,515.38,2026-02-02,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1200.0,1200.0,1200.0,2026-02-02,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,1000.0,1000.0,1000.0,1000.0,2026-02-02,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,760.0,2026-02-02,2026,2,2026-02,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,250.0,300.0,280.0,280.0,2026-02-02,2026,2,2026-02,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,220.0,240.0,230.0,231.43,2026-02-02,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,150.0,200.0,180.0,174.0,2026-02-02,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,298.0,2026-02-02,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,800.0,700.0,688.89,2026-02-02,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,250.0,300.0,300.0,282.14,2026-02-02,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,300.0,400.0,350.0,340.91,2026-02-02,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,200.0,300.0,250.0,240.91,2026-02-02,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-02-02,2026,2,2026-02,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1300.0,1600.0,1600.0,1528.57,2026-02-02,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),8000.0,9000.0,9000.0,8875.0,2026-02-02,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),7000.0,8000.0,7000.0,7142.86,2026-02-02,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),5000.0,6000.0,6000.0,5875.0,2026-02-02,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1700.0,2000.0,1800.0,1837.5,2026-02-02,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,500.0,512.5,2026-02-02,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,15000.0,12000.0,11473.68,2026-02-02,2026,2,2026-02,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,250.0,300.0,250.0,273.33,2026-02-02,2026,2,2026-02,Zuquini,Zuquini
Apio verde (mata),Mata,Mata,1000.0,1500.0,1200.0,1241.67,2026-02-03,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,300.0,400.0,350.0,357.69,2026-02-03,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-02-03,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,2800.0,3000.0,3000.0,2960.0,2026-02-03,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1200.0,1500.0,1300.0,1313.04,2026-02-03,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,600.0,700.0,700.0,655.56,2026-02-03,2026,2,2026-02,Camote,Camote
Cebolla seca amarilla burra,Kilo,Kilo,750.0,850.0,800.0,793.75,2026-02-03,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,750.0,800.0,750.0,755.0,2026-02-03,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,750.0,800.0,750.0,755.0,2026-02-03,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1700.0,2000.0,1800.0,1822.73,2026-02-03,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Chayote tierno criollo,Java,Java,17000.0,18000.0,17000.0,17375.0,2026-02-03,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,14000.0,15000.0,15000.0,14714.29,2026-02-03,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,24000.0,25000.0,24000.0,24285.71,2026-02-03,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,21000.0,23000.0,21000.0,21900.0,2026-02-03,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,16000.0,18000.0,16000.0,16888.89,2026-02-03,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,8000.0,8750.0,2026-02-03,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coliflor,Unidad,Unidad,700.0,1000.0,800.0,830.0,2026-02-03,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,800.0,1000.0,800.0,888.89,2026-02-03,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,140.0,2026-02-03,2026,2,2026-02,Elote,Elote
Guanábana injertada,Kilo,Kilo,1800.0,2000.0,2000.0,1920.0,2026-02-03,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Jengibre sazón,Kilo,Kilo,900.0,1000.0,1000.0,977.78,2026-02-03,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,200.0,214.29,2026-02-03,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,70.0,100.0,80.0,83.85,2026-02-03,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,120.0,150.0,150.0,138.18,2026-02-03,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,180.0,220.0,200.0,200.0,2026-02-03,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,130.0,160.0,150.0,147.78,2026-02-03,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),15000.0,18000.0,18000.0,16875.0,2026-02-03,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Keitt Caja plástica (17,kg),kg),10000.0,12000.0,12000.0,11142.86,2026-02-03,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),15000.0,20000.0,18000.0,17142.86,2026-02-03,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Melón Cantaloupe,Kilo,Kilo,500.0,600.0,500.0,533.33,2026-02-03,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Naranja dulce,Unidad,Unidad,100.0,130.0,120.0,116.0,2026-02-03,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Ñampí,Kilo,Kilo,700.0,1000.0,800.0,850.0,2026-02-03,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),33000.0,37000.0,35000.0,34434.78,2026-02-03,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),37000.0,40000.0,40000.0,38565.22,2026-02-03,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papaya híbrida,Kilo,Kilo,300.0,400.0,400.0,363.64,2026-02-03,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,600.0,700.0,700.0,657.14,2026-02-03,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1300.0,1200.0,1220.0,2026-02-03,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,900.0,1000.0,1000.0,971.43,2026-02-03,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,766.67,2026-02-03,2026,2,2026-02,Piña Pequeña,Piña
Plátano primera (verde y maduro),Unidad,Unidad,220.0,240.0,240.0,232.22,2026-02-03,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,180.0,189.09,2026-02-03,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,282.61,2026-02-03,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,700.0,700.0,656.25,2026-02-03,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,250.0,350.0,300.0,288.46,2026-02-03,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,450.0,400.0,400.0,2026-02-03,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,350.0,250.0,285.0,2026-02-03,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1500.0,1540.0,2026-02-03,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),11000.0,12000.0,11000.0,11333.33,2026-02-03,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),9000.0,10000.0,10000.0,9866.67,2026-02-03,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),7000.0,8000.0,8000.0,7923.08,2026-02-03,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1800.0,2000.0,2000.0,1920.0,2026-02-03,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,500.0,516.67,2026-02-03,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10857.14,2026-02-03,2026,2,2026-02,Zanahoria Primera,Zanahoria
Apio verde (mata),Mata,Mata,1000.0,1300.0,1000.0,1133.33,2026-02-04,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,300.0,400.0,400.0,370.0,2026-02-04,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,600.0,800.0,700.0,670.0,2026-02-04,2026,2,2026-02,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,400.0,500.0,500.0,464.29,2026-02-04,2026,2,2026-02,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,25.0,30.0,30.0,28.13,2026-02-04,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,2500.0,3000.0,3000.0,2812.5,2026-02-04,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1000.0,1500.0,1200.0,1200.0,2026-02-04,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,600.0,800.0,700.0,700.0,2026-02-04,2026,2,2026-02,Camote,Camote
Cebolla seca amarilla burra,Kilo,Kilo,800.0,850.0,800.0,814.29,2026-02-04,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
